HPO term ID	HPO name	HPO child (is_a)	icd10	icd10 string	OMIM disease ID(s)
1250	Seizures	1250	G40.41	Other generalized epilepsy and epileptic syndromes, intractable	162200,187300,300624,188400,191100,261600,101000
1250	Seizures	1250	G40.411	Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus	188400,191100,261600,101000,162200,187300,300624
1250	Seizures	1250	G40.419	Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus	191100,261600,101000,162200,187300,300624,188400
3560	Muscular dystrophy	3560	G71.0	Muscular dystrophy	310200
3560	Muscular dystrophy	3560	G71.00	Muscular dystrophy, unspecified	310200
3560	Muscular dystrophy	3560	G71.02	Facioscapulohumeral muscular dystrophy	310200
3560	Muscular dystrophy	3560	G71.09	Other specified muscular dystrophies	310200
83	Renal insufficiency	83	N18.1	Chronic kidney disease, stage 1	603903
83	Renal insufficiency	83	N18.5	Chronic kidney disease, stage 5	603903
83	Renal insufficiency	83	N18.6	End stage renal disease	603903
1596	Alopecia	1596	L63.0	Alopecia (capitis) totalis	235200
1638	Cardiomyopathy	1638	I42.0	Dilated cardiomyopathy	235200,310200
2315	Headache	2076	G43.0	Migraine without aura	101000
2315	Headache	2076	G43.00	Migraine without aura, not intractable	101000
2315	Headache	2076	G43.001	Migraine without aura, not intractable, with status migrainosus	101000
2315	Headache	2076	G43.009	Migraine without aura, not intractable, without status migrainosus	101000
2315	Headache	2076	G43.01	Migraine without aura, intractable	101000
2315	Headache	2076	G43.011	Migraine without aura, intractable, with status migrainosus	101000
2315	Headache	2076	G43.019	Migraine without aura, intractable, without status migrainosus	101000
11675	Arrhythmia	1692	I48.0	Paroxysmal atrial fibrillation	310200,235200
11675	Arrhythmia	1692	I48.2	Chronic atrial fibrillation	235200,310200
11675	Arrhythmia	1692	I49.1	Atrial premature depolarization	235200,310200
365	Hearing impairment	365	H90.5	Unspecified sensorineural hearing loss	101000
501	Glaucoma	501	H40.1	Open-angle glaucoma	162200,154700
501	Glaucoma	501	H40.10	Unspecified open-angle glaucoma	162200,154700
501	Glaucoma	501	H40.10X0	Unspecified open-angle glaucoma, stage unspecified	162200,154700
501	Glaucoma	501	H40.10X1	Unspecified open-angle glaucoma, mild stage	162200,154700
501	Glaucoma	501	H40.10X2	Unspecified open-angle glaucoma, moderate stage	162200,154700
501	Glaucoma	501	H40.10X3	Unspecified open-angle glaucoma, severe stage	162200,154700
501	Glaucoma	501	H40.10X4	Unspecified open-angle glaucoma, indeterminate stage	162200,154700
501	Glaucoma	501	H40.11	Primary open-angle glaucoma	162200,154700
501	Glaucoma	501	H40.111	Primary open-angle glaucoma, right eye	162200,154700
501	Glaucoma	501	H40.1110	Primary open-angle glaucoma, right eye, stage unspecified	162200,154700
501	Glaucoma	501	H40.1111	Primary open-angle glaucoma, right eye, mild stage	162200,154700
501	Glaucoma	501	H40.1112	Primary open-angle glaucoma, right eye, moderate stage	162200,154700
501	Glaucoma	501	H40.1113	Primary open-angle glaucoma, right eye, severe stage	162200,154700
501	Glaucoma	501	H40.1114	Primary open-angle glaucoma, right eye, indeterminate stage	162200,154700
501	Glaucoma	501	H40.112	Primary open-angle glaucoma, left eye	162200,154700
501	Glaucoma	501	H40.1120	Primary open-angle glaucoma, left eye, stage unspecified	162200,154700
501	Glaucoma	501	H40.1121	Primary open-angle glaucoma, left eye, mild stage	162200,154700
501	Glaucoma	501	H40.1122	Primary open-angle glaucoma, left eye, moderate stage	162200,154700
501	Glaucoma	501	H40.1123	Primary open-angle glaucoma, left eye, severe stage	162200,154700
501	Glaucoma	501	H40.1124	Primary open-angle glaucoma, left eye, indeterminate stage	162200,154700
501	Glaucoma	501	H40.113	Primary open-angle glaucoma, bilateral	162200,154700
501	Glaucoma	501	H40.1130	Primary open-angle glaucoma, bilateral, stage unspecified	162200,154700
501	Glaucoma	501	H40.1131	Primary open-angle glaucoma, bilateral, mild stage	162200,154700
501	Glaucoma	501	H40.1132	Primary open-angle glaucoma, bilateral, moderate stage	162200,154700
501	Glaucoma	501	H40.1133	Primary open-angle glaucoma, bilateral, severe stage	162200,154700
501	Glaucoma	501	H40.1134	Primary open-angle glaucoma, bilateral, indeterminate stage	162200,154700
501	Glaucoma	501	H40.119	Primary open-angle glaucoma, unspecified eye	162200,154700
501	Glaucoma	501	H40.1190	Primary open-angle glaucoma, unspecified eye, stage unspecified	162200,154700
501	Glaucoma	501	H40.1191	Primary open-angle glaucoma, unspecified eye, mild stage	162200,154700
501	Glaucoma	501	H40.1192	Primary open-angle glaucoma, unspecified eye, moderate stage	162200,154700
501	Glaucoma	501	H40.1193	Primary open-angle glaucoma, unspecified eye, severe stage	162200,154700
501	Glaucoma	501	H40.1194	Primary open-angle glaucoma, unspecified eye, indeterminate stage	162200,154700
501	Glaucoma	501	H40.11X0	Primary open-angle glaucoma, stage unspecified	162200,154700
501	Glaucoma	501	H40.11X1	Primary open-angle glaucoma, mild stage	162200,154700
501	Glaucoma	501	H40.11X2	Primary open-angle glaucoma, moderate stage	162200,154700
501	Glaucoma	501	H40.11X3	Primary open-angle glaucoma, severe stage	162200,154700
501	Glaucoma	501	H40.11X4	Primary open-angle glaucoma, indeterminate stage	162200,154700
501	Glaucoma	501	H40.15	Residual stage of open-angle glaucoma	154700,162200
501	Glaucoma	501	H40.151	Residual stage of open-angle glaucoma, right eye	162200,154700
501	Glaucoma	501	H40.152	Residual stage of open-angle glaucoma, left eye	162200,154700
501	Glaucoma	501	H40.153	Residual stage of open-angle glaucoma, bilateral	162200,154700
501	Glaucoma	501	H40.159	Residual stage of open-angle glaucoma, unspecified eye	162200,154700
501	Glaucoma	501	H40.2	Primary angle-closure glaucoma	162200,154700
501	Glaucoma	501	H40.20	Unspecified primary angle-closure glaucoma	162200,154700
501	Glaucoma	501	H40.20X0	Unspecified primary angle-closure glaucoma, stage unspecified	162200,154700
501	Glaucoma	501	H40.20X1	Unspecified primary angle-closure glaucoma, mild stage	154700,162200
501	Glaucoma	501	H40.20X2	Unspecified primary angle-closure glaucoma, moderate stage	162200,154700
501	Glaucoma	501	H40.20X3	Unspecified primary angle-closure glaucoma, severe stage	162200,154700
501	Glaucoma	501	H40.20X4	Unspecified primary angle-closure glaucoma, indeterminate stage	162200,154700
501	Glaucoma	501	H40.21	Acute angle-closure glaucoma	162200,154700
501	Glaucoma	501	H40.211	Acute angle-closure glaucoma, right eye	162200,154700
501	Glaucoma	501	H40.212	Acute angle-closure glaucoma, left eye	162200,154700
501	Glaucoma	501	H40.213	Acute angle-closure glaucoma, bilateral	162200,154700
501	Glaucoma	501	H40.219	Acute angle-closure glaucoma, unspecified eye	154700,162200
501	Glaucoma	501	H40.22	Chronic angle-closure glaucoma	162200,154700
501	Glaucoma	501	H40.221	Chronic angle-closure glaucoma, right eye	162200,154700
501	Glaucoma	501	H40.2210	Chronic angle-closure glaucoma, right eye, stage unspecified	162200,154700
501	Glaucoma	501	H40.2211	Chronic angle-closure glaucoma, right eye, mild stage	162200,154700
501	Glaucoma	501	H40.2212	Chronic angle-closure glaucoma, right eye, moderate stage	162200,154700
501	Glaucoma	501	H40.2213	Chronic angle-closure glaucoma, right eye, severe stage	162200,154700
501	Glaucoma	501	H40.2214	Chronic angle-closure glaucoma, right eye, indeterminate stage	162200,154700
501	Glaucoma	501	H40.222	Chronic angle-closure glaucoma, left eye	162200,154700
501	Glaucoma	501	H40.2220	Chronic angle-closure glaucoma, left eye, stage unspecified	162200,154700
501	Glaucoma	501	H40.2221	Chronic angle-closure glaucoma, left eye, mild stage	162200,154700
501	Glaucoma	501	H40.2222	Chronic angle-closure glaucoma, left eye, moderate stage	162200,154700
501	Glaucoma	501	H40.2223	Chronic angle-closure glaucoma, left eye, severe stage	162200,154700
501	Glaucoma	501	H40.2224	Chronic angle-closure glaucoma, left eye, indeterminate stage	162200,154700
501	Glaucoma	501	H40.223	Chronic angle-closure glaucoma, bilateral	162200,154700
501	Glaucoma	501	H40.2230	Chronic angle-closure glaucoma, bilateral, stage unspecified	162200,154700
501	Glaucoma	501	H40.2231	Chronic angle-closure glaucoma, bilateral, mild stage	162200,154700
501	Glaucoma	501	H40.2232	Chronic angle-closure glaucoma, bilateral, moderate stage	162200,154700
501	Glaucoma	501	H40.2233	Chronic angle-closure glaucoma, bilateral, severe stage	162200,154700
501	Glaucoma	501	H40.2234	Chronic angle-closure glaucoma, bilateral, indeterminate stage	162200,154700
501	Glaucoma	501	H40.229	Chronic angle-closure glaucoma, unspecified eye	162200,154700
501	Glaucoma	501	H40.2290	Chronic angle-closure glaucoma, unspecified eye, stage unspecified	162200,154700
501	Glaucoma	501	H40.2291	Chronic angle-closure glaucoma, unspecified eye, mild stage	162200,154700
501	Glaucoma	501	H40.2292	Chronic angle-closure glaucoma, unspecified eye, moderate stage	162200,154700
501	Glaucoma	501	H40.2293	Chronic angle-closure glaucoma, unspecified eye, severe stage	162200,154700
501	Glaucoma	501	H40.2294	Chronic angle-closure glaucoma, unspecified eye, indeterminate stage	162200,154700
501	Glaucoma	501	H40.23	Intermittent angle-closure glaucoma	162200,154700
501	Glaucoma	501	H40.231	Intermittent angle-closure glaucoma, right eye	162200,154700
501	Glaucoma	501	H40.232	Intermittent angle-closure glaucoma, left eye	162200,154700
501	Glaucoma	501	H40.233	Intermittent angle-closure glaucoma, bilateral	162200,154700
501	Glaucoma	501	H40.239	Intermittent angle-closure glaucoma, unspecified eye	162200,154700
501	Glaucoma	501	H40.24	Residual stage of angle-closure glaucoma	162200,154700
501	Glaucoma	501	H40.241	Residual stage of angle-closure glaucoma, right eye	162200,154700
501	Glaucoma	501	H40.242	Residual stage of angle-closure glaucoma, left eye	162200,154700
501	Glaucoma	501	H40.243	Residual stage of angle-closure glaucoma, bilateral	162200,154700
501	Glaucoma	501	H40.249	Residual stage of angle-closure glaucoma, unspecified eye	162200,154700
790	Hematuria	790	R31.0	Gross hematuria	603903
1596	Alopecia	1596	L63.1	Alopecia universalis	235200
1638	Cardiomyopathy	1638	I42.5	Other restrictive cardiomyopathy	310200,235200
1903	Anemia	1878	D59.4	Other nonautoimmune hemolytic anemias	187300
1903	Anemia	1903	D64.4	Congenital dyserythropoietic anemia	187300
2076	Migraine	2076	G43.1	Migraine with aura	187300
2076	Migraine	2076	G43.10	Migraine with aura, not intractable	187300
2076	Migraine	2076	G43.101	Migraine with aura, not intractable, with status migrainosus	187300
2076	Migraine	2076	G43.109	Migraine with aura, not intractable, without status migrainosus	187300
2076	Migraine	2076	G43.11	Migraine with aura, intractable	187300
2076	Migraine	2076	G43.111	Migraine with aura, intractable, with status migrainosus	187300
2076	Migraine	2076	G43.119	Migraine with aura, intractable, without status migrainosus	187300
2315	Headache	2076	G43.4	Hemiplegic migraine	101000
2315	Headache	2076	G43.40	Hemiplegic migraine, not intractable	101000
2315	Headache	2076	G43.401	Hemiplegic migraine, not intractable, with status migrainosus	101000
2315	Headache	2076	G43.409	Hemiplegic migraine, not intractable, without status migrainosus	101000
2315	Headache	2076	G43.41	Hemiplegic migraine, intractable	101000
2315	Headache	2076	G43.411	Hemiplegic migraine, intractable, with status migrainosus	101000
2315	Headache	2076	G43.419	Hemiplegic migraine, intractable, without status migrainosus	101000
2650	Scoliosis	2650	M41	Scoliosis	300624,310200,188400,162200
2650	Scoliosis	2650	M41.0	Infantile idiopathic scoliosis	300624,310200,188400,162200
2650	Scoliosis	2650	M41.00	Infantile idiopathic scoliosis, site unspecified	300624,310200,188400,162200
2650	Scoliosis	2650	M41.02	Infantile idiopathic scoliosis, cervical region	300624,310200,188400,162200
2650	Scoliosis	2650	M41.03	Infantile idiopathic scoliosis, cervicothoracic region	310200,188400,162200,300624
2650	Scoliosis	2650	M41.04	Infantile idiopathic scoliosis, thoracic region	162200,300624,310200,188400
2650	Scoliosis	2650	M41.05	Infantile idiopathic scoliosis, thoracolumbar region	300624,162200,310200,188400
2650	Scoliosis	2650	M41.06	Infantile idiopathic scoliosis, lumbar region	300624,310200,188400,162200
2650	Scoliosis	2650	M41.07	Infantile idiopathic scoliosis, lumbosacral region	300624,310200,188400,162200
2650	Scoliosis	2650	M41.08	Infantile idiopathic scoliosis, sacral and sacrococcygeal region	300624,310200,188400,162200
2650	Scoliosis	2650	M41.1	Juvenile and adolescent idiopathic scoliosis	162200,300624,310200,188400
2650	Scoliosis	2650	M41.11	Juvenile idiopathic scoliosis	162200,300624,310200,188400
2650	Scoliosis	2650	M41.112	Juvenile idiopathic scoliosis, cervical region	162200,300624,310200,188400
2650	Scoliosis	2650	M41.113	Juvenile idiopathic scoliosis, cervicothoracic region	162200,300624,310200,188400
2650	Scoliosis	2650	M41.114	Juvenile idiopathic scoliosis, thoracic region	300624,162200,310200,188400
2650	Scoliosis	2650	M41.115	Juvenile idiopathic scoliosis, thoracolumbar region	188400,162200,300624,310200
2650	Scoliosis	2650	M41.116	Juvenile idiopathic scoliosis, lumbar region	162200,300624,310200,188400
2650	Scoliosis	2650	M41.117	Juvenile idiopathic scoliosis, lumbosacral region	300624,310200,188400,162200
2650	Scoliosis	2650	M41.119	Juvenile idiopathic scoliosis, site unspecified	300624,310200,188400,162200
2650	Scoliosis	2650	M41.12	Adolescent scoliosis	300624,310200,188400,162200
2650	Scoliosis	2650	M41.122	Adolescent idiopathic scoliosis, cervical region	310200,188400,162200,300624
2650	Scoliosis	2650	M41.123	Adolescent idiopathic scoliosis, cervicothoracic region	162200,300624,310200,188400
2650	Scoliosis	2650	M41.124	Adolescent idiopathic scoliosis, thoracic region	300624,310200,162200,188400
2650	Scoliosis	2650	M41.125	Adolescent idiopathic scoliosis, thoracolumbar region	300624,310200,188400,162200
2650	Scoliosis	2650	M41.126	Adolescent idiopathic scoliosis, lumbar region	300624,310200,188400,162200
